name,origin,fitness,trainR,testR,sharpe,mdd,trades,exposure
BBreak_n10_k1.0_h4,mut,-1.676522375224141,0.03909774220000006,-0.17450190040000002,-1.4828721540315475,-0.21279854198518688,10,0.4940239043824701
BBreak_n14_k1.3_h4,mut,-0.7135913398227185,0.19544926214999986,-0.07016463155000034,-0.6303503615569332,-0.09631732498157008,8,0.41832669322709165
RSIMR_n6_os29_ob65_h2,mut,-2.3206551395084274,-0.05286357749999981,-0.2591528110499999,-2.047793468244136,-0.28657053147858336,11,0.4621513944223107
BBreak_n14_k1.08_h4,mut,-0.7135913398227185,0.1915375408,-0.07016463155000034,-0.6303503615569332,-0.09631732498157008,8,0.41832669322709165
RSIMR_n5_os31_ob66_h3,mut,-0.8822925710598684,-0.07478787820000013,-0.12407452679999988,-0.7528964201598685,-0.13471777499999982,15,0.5139442231075697
BBreak_n13_k1.05_h3,mut,-1.412032533543381,0.2416796075999999,-0.14013830782499964,-1.2566407067806478,-0.17064534570046708,9,0.43027888446215135
BBreak_n9_k1.35_h6,mut,-1.4928689543625333,0.23709144165000018,-0.15285109675000028,-1.3176821788125694,-0.19752245434992777,10,0.4701195219123506
RSIMR_n7_os30_ob65_h2,mut,-0.541989520708565,0.034009218400000096,-0.07849554844999991,-0.43434257494277384,-0.13679834308158223,8,0.5776892430278885
BBreak_n13_k1.06_h5,mut,-0.6075045297360451,0.27580119329999986,-0.05687462374999988,-0.5249052277194655,-0.10832398028315915,8,0.398406374501992
BBreak_n10_k1.31_h5,mut,-1.8151310373126037,0.18118045054999996,-0.18530608827499978,-1.610927243062215,-0.22310150022577768,9,0.4860557768924303
RSIMR_n8_os38_ob69_h1,mut,-0.8306768913862224,0.15930453225000032,-0.11315348620000004,-0.7011247845674666,-0.14595072743751147,8,0.549800796812749
RSIMR_n5_os37_ob69_h1,mut,-0.4682806972541068,-0.04356099372500001,-0.06382239959999991,-0.36300772267106624,-0.14672354956608125,12,0.5378486055776892
RSIMR_n8_os30_ob71_h2,mut,-0.47368838539615576,0.08029843025000039,-0.06333624254999988,-0.3680373324069263,-0.14796586342845897,8,0.545816733067729
